case_order,case_role,series_id,family,subgroup,dataset,signal_name,point_index,time,raw_value,label,valid_f1_max,valid_auprc,valid_vus_pr,oracle_visualization_only,rel_score,rel_smoothed_score,rel_score_sha256,rel_f1_winning_alpha,rel_f1_threshold_evaluator_only,rel_prediction_interval_id,rel_prediction_metadata_available,ihp_score,ihp_smoothed_score,ihp_score_sha256,ihp_f1_winning_alpha,ihp_f1_threshold_evaluator_only,ihp_prediction_interval_id,ihp_prediction_metadata_available,rel_nctp_score,rel_nctp_smoothed_score,rel_nctp_score_sha256,rel_nctp_f1_winning_alpha,rel_nctp_f1_threshold_evaluator_only,rel_nctp_prediction_interval_id,rel_nctp_prediction_metadata_available,full_score,full_smoothed_score,full_score_sha256,full_f1_winning_alpha,full_f1_threshold_evaluator_only,full_prediction_interval_id,full_prediction_metadata_available
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,10,11,-112.607220157504,0,True,True,True,True,0.03593468989619659,0.03622620088838234,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03605716385240989,0.036425481626549905,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,11,12,-31.4579719847688,0,True,True,True,True,0.035740337138290446,0.03615266430987558,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.0358186240480666,0.036333632358202306,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,12,13,-16.906812463039202,0,True,True,True,True,0.035549805498442236,0.0360643953861468,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03558460252255418,0.036223961476431164,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,13,14,93.9789551511167,0,True,True,True,True,0.03536277116704328,0.03596453840739084,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03535244824860978,0.036099925453291465,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,14,15,96.609120430055,0,True,True,True,True,0.03518118748332123,0.03585573466261202,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03513216436607858,0.03596550800754064,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,15,16,64.1808491942344,0,True,True,True,True,0.035006119737891216,0.03574018244001906,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03492013711781122,0.035823331915492924,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,16,17,31.1343668120571,0,True,True,True,True,0.034834718829785054,0.03561925453080464,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03471642375134433,0.035675500364373745,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.020919182470860505,0.020919182470860505,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.021049754824543673,0.021049754824543673,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,17,18,-41.49400180187229,0,True,True,True,True,0.0346713656995857,0.03549464272204786,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03452716852506572,0.035524537822315766,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022033434100865494,0.021065664744363572,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.02100549134348293,0.02104393583791234,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,18,19,-166.527694035506,0,True,True,True,True,0.034518010105009746,0.035368001781059234,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.034355873557859566,0.0353729959430374,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021214302214992826,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021038031236394205,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,19,20,-177.90095499683898,0,True,True,True,True,0.03437517684019671,0.0352407907447327,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03420760976414357,0.03522367456981635,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021342128733970102,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021032953346849827,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,20,21,-324.218856483847,0,True,True,True,True,0.034245788083845166,0.03511462332976753,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03408413082983809,0.035079179189487865,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021452420567926848,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021028572020072252,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,21,22,-255.55228473622,0,True,True,True,True,0.034134947850886124,0.03499152625170548,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03398747218938705,0.034942005253108706,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021547853680873485,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021024780953787285,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,22,23,-232.202006798649,0,True,True,True,True,0.034049188565043124,0.03487406087073672,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03391323853742194,0.03481376621958969,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021630632989861495,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021021492557991447,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,23,24,-149.882073639636,0,True,True,True,True,0.03399698036185357,0.03476549065902294,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03385986900316026,0.034695687181585756,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021702589460358353,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.02101863409785258,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,24,25,46.6039287433284,0,True,True,True,True,0.03399243036145729,0.03467038055125329,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03382580551909627,0.03458866507874753,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.02176525404469067,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021016144756516142,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,25,26,73.7183084460261,0,True,True,True,True,0.03402014130863202,0.03459080957449629,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03378686795106972,0.034490547683751364,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021819914694364197,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021013973370299206,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,26,27,205.67861608670896,0,True,True,True,True,0.034028270557936995,0.03452229435619301,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.033706709885830445,0.03439507907400515,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021867660829062087,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.02101207666216613,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,27,28,221.28484481919497,0,True,True,True,True,0.03401311084552625,0.034460533909795615,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03359275935534245,0.034297763228263896,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021909418391462633,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021010417849181087,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,28,29,252.920152078523,0,True,True,True,True,0.034033778042705326,0.034408959410540126,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03349475904498698,0.03420071819187121,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021945977752746888,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021008965533965904,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,29,30,198.562702317347,0,True,True,True,True,0.03408556696898481,0.03437000151219429,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03341711930676321,0.034106320915413144,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.021978016128969217,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.02100769281421307,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,30,31,137.64488184299,0,True,True,True,True,0.034166733622358274,0.0343455834179659,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.0333556632983814,0.034016146178809485,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.0220061157395828,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021006576561340994,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
0,representative_positive,YAHOOA4__A4Benchmark-TS92,Yahoo,Yahoo-A4,YAHOOA4,A4Benchmark-TS92,31,32,24.415818239868003,0,True,True,True,True,0.034277677961064845,0.03433744627983047,C467AE04314C22B2DBFF702DC3719A4B634FAB217F0E9C8B294F31F1DF0F520B,0.1,0.0491138078914545,-1,True,0.03331269674207103,0.033931851550671355,5B6028E3D6BA99F011641ADEE4E7FDD2312CE9E16AFC67A7DBD97A17B44D8215,0.1,0.0509367300899375,-1,True,0.022211930721206093,0.022030778631377312,2FE85953A5E90FB3B620FB6A0371B8EF6C797E713781808171BB1259C9A81BE9,0.1,0.032277994711211,-1,True,0.020998400591662525,0.021005596831615268,15D916F48FE807FE79DE0EEA5B6433DEC6531187589DA7A2BAB417836591B493,0.1,0.0327968748079542,-1,True
